team,points,date
Swansea,0,2013-08-17
Man Utd,3,2013-08-17
Arsenal,0,2013-08-17
Aston Villa,3,2013-08-17
Norwich,1,2013-08-17
Everton,1,2013-08-17
Sunderland,0,2013-08-17
Fulham,3,2013-08-17
West Brom,0,2013-08-17
Southampton,3,2013-08-17
West Ham,3,2013-08-17
Cardiff,0,2013-08-17
Liverpool,3,2013-08-17
Stoke,0,2013-08-17
Chelsea,3,2013-08-18
Hull,0,2013-08-18
Crystal Palace,0,2013-08-18
Tottenham,3,2013-08-18
Man City,3,2013-08-19
Newcastle,0,2013-08-19
Chelsea,3,2013-08-21
Aston Villa,0,2013-08-21
Aston Villa,0,2013-08-24
Liverpool,3,2013-08-24
Everton,1,2013-08-24
West Brom,1,2013-08-24
Hull,3,2013-08-24
Norwich,0,2013-08-24
Newcastle,1,2013-08-24
West Ham,1,2013-08-24
Southampton,1,2013-08-24
Sunderland,1,2013-08-24
Stoke,3,2013-08-24
Crystal Palace,0,2013-08-24
Fulham,0,2013-08-24
Arsenal,3,2013-08-24
Cardiff,3,2013-08-25
Man City,0,2013-08-25
Tottenham,3,2013-08-25
Swansea,0,2013-08-25
Man Utd,1,2013-08-26
Chelsea,1,2013-08-26
Crystal Palace,3,2013-08-31
Sunderland,0,2013-08-31
Cardiff,1,2013-08-31
Everton,1,2013-08-31
Newcastle,3,2013-08-31
Fulham,0,2013-08-31
Norwich,3,2013-08-31
Southampton,0,2013-08-31
West Ham,0,2013-08-31
Stoke,3,2013-08-31
Man City,3,2013-08-31
Hull,0,2013-08-31
Arsenal,3,2013-09-01
Tottenham,0,2013-09-01
Liverpool,3,2013-09-01
Man Utd,0,2013-09-01
West Brom,0,2013-09-01
Swansea,3,2013-09-01
Everton,3,2013-09-14
Chelsea,0,2013-09-14
Aston Villa,0,2013-09-14
Newcastle,3,2013-09-14
Fulham,1,2013-09-14
West Brom,1,2013-09-14
Hull,1,2013-09-14
Cardiff,1,2013-09-14
Stoke,1,2013-09-14
Man City,1,2013-09-14
Sunderland,0,2013-09-14
Arsenal,3,2013-09-14
Tottenham,3,2013-09-14
Norwich,0,2013-09-14
Man Utd,3,2013-09-14
Crystal Palace,0,2013-09-14
Southampton,1,2013-09-15
West Ham,1,2013-09-15
Swansea,1,2013-09-16
Liverpool,1,2013-09-16
Chelsea,3,2013-09-21
Fulham,0,2013-09-21
Liverpool,0,2013-09-21
Southampton,3,2013-09-21
Newcastle,0,2013-09-21
Hull,3,2013-09-21
West Brom,3,2013-09-21
Sunderland,0,2013-09-21
West Ham,0,2013-09-21
Everton,3,2013-09-21
Norwich,0,2013-09-21
Aston Villa,3,2013-09-21
Cardiff,0,2013-09-22
Tottenham,3,2013-09-22
Man City,3,2013-09-22
Man Utd,0,2013-09-22
Arsenal,3,2013-09-22
Stoke,0,2013-09-22
Crystal Palace,0,2013-09-22
Swansea,3,2013-09-22
Swansea,0,2013-09-28
Arsenal,3,2013-09-28
Aston Villa,3,2013-09-28
Man City,0,2013-09-28
Fulham,0,2013-09-28
Cardiff,3,2013-09-28
Hull,3,2013-09-28
West Ham,0,2013-09-28
Man Utd,0,2013-09-28
West Brom,3,2013-09-28
Southampton,3,2013-09-28
Crystal Palace,0,2013-09-28
Tottenham,1,2013-09-28
Chelsea,1,2013-09-28
Sunderland,0,2013-09-29
Liverpool,3,2013-09-29
Stoke,0,2013-09-29
Norwich,3,2013-09-29
Everton,3,2013-09-30
Newcastle,0,2013-09-30
Sunderland,0,2013-10-05
Man Utd,3,2013-10-05
Cardiff,0,2013-10-05
Newcastle,3,2013-10-05
Fulham,3,2013-10-05
Stoke,0,2013-10-05
Hull,1,2013-10-05
Aston Villa,1,2013-10-05
Liverpool,3,2013-10-05
Crystal Palace,0,2013-10-05
Man City,3,2013-10-05
Everton,0,2013-10-05
Tottenham,0,2013-10-06
West Ham,3,2013-10-06
West Brom,1,2013-10-06
Arsenal,1,2013-10-06
Norwich,0,2013-10-06
Chelsea,3,2013-10-06
Southampton,3,2013-10-06
Swansea,0,2013-10-06
West Ham,0,2013-10-19
Man City,3,2013-10-19
Arsenal,3,2013-10-19
Norwich,0,2013-10-19
Chelsea,3,2013-10-19
Cardiff,0,2013-10-19
Everton,3,2013-10-19
Hull,0,2013-10-19
Man Utd,1,2013-10-19
Southampton,1,2013-10-19
Stoke,1,2013-10-19
West Brom,1,2013-10-19
Swansea,3,2013-10-19
Sunderland,0,2013-10-19
Newcastle,1,2013-10-19
Liverpool,1,2013-10-19
Aston Villa,0,2013-10-20
Tottenham,3,2013-10-20
Crystal Palace,0,2013-10-21
Fulham,3,2013-10-21
Southampton,3,2013-10-26
Fulham,0,2013-10-26
Aston Villa,0,2013-10-26
Everton,3,2013-10-26
Liverpool,3,2013-10-26
West Brom,0,2013-10-26
Man Utd,3,2013-10-26
Stoke,0,2013-10-26
Norwich,1,2013-10-26
Cardiff,1,2013-10-26
Crystal Palace,0,2013-10-26
Arsenal,3,2013-10-26
Chelsea,3,2013-10-27
Man City,0,2013-10-27
Swansea,1,2013-10-27
West Ham,1,2013-10-27
Tottenham,3,2013-10-27
Hull,0,2013-10-27
Sunderland,3,2013-10-27
Newcastle,0,2013-10-27
Arsenal,3,2013-11-02
Liverpool,0,2013-11-02
Fulham,0,2013-11-02
Man Utd,3,2013-11-02
Hull,3,2013-11-02
Sunderland,0,2013-11-02
Man City,3,2013-11-02
Norwich,0,2013-11-02
Stoke,1,2013-11-02
Southampton,1,2013-11-02
West Brom,3,2013-11-02
Crystal Palace,0,2013-11-02
West Ham,1,2013-11-02
Aston Villa,1,2013-11-02
Newcastle,3,2013-11-02
Chelsea,0,2013-11-02
Cardiff,3,2013-11-03
Swansea,0,2013-11-03
Everton,1,2013-11-03
Tottenham,1,2013-11-03
Norwich,3,2013-11-09
West Ham,0,2013-11-09
Aston Villa,3,2013-11-09
Cardiff,0,2013-11-09
Chelsea,1,2013-11-09
West Brom,1,2013-11-09
Crystal Palace,1,2013-11-09
